,id,codigo,nome,altitude,latitude,longitude,coord_x,coord_y,bacia,distrito,concelho,freguesia,responsavel_aut,responsavel_con,estacao_aut,estacao_con,entrada_con,encerra_con,entrada_aut,encerra_aut,telemetria,estado,est_id,geom
76,889,30M/04U,AVIS,151.0,39.058,-7.895,220599.0,232305.0,TEJO,PORTALEGRE,AVIS,AVIS,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1911-01-01,,2001-02-20,,NÃO,ATIVA,920685080,"{'type': 'Point', 'coordinates': ['-7.895', '39.058']}"
77,891,17E/03UG,AZENHAS DO MAR,88.0,38.832065,-9.451378,85529.031,207992.088,RIBEIRAS DO OESTE,LISBOA,SINTRA,COLARES,nan,CCDR-LVT,nan,UDOMÉTRICA,1946-10-01,1968-09-30,,,NÃO,EXTINTA,920752626,"{'type': 'Point', 'coordinates': ['-9.451378', '38.832065']}"
78,893,07L/05U,AZINHEIRA BARROS,56.0,38.0697028,-8.412872,175344.3,122748.65,SADO,SETÚBAL,SANTIAGO DO CACÉM,ERMIDAS-SADO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1950-03-09,,2001-03-07,,SIM,ATIVA,920685988,"{'type': 'Point', 'coordinates': ['-8.412872', '38.0697028']}"
79,894,07J/02U,AZÓIA DE CIMA,138.0,39.351,-8.744,147380.124,264929.205,TEJO,SANTARÉM,SANTARÉM,AZOIA DE CIMA,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-10-01,,NÃO,ATIVA,920685084,"{'type': 'Point', 'coordinates': ['-8.744', '39.351']}"
80,895,03K/06UG,BARCELOS,36.0,41.526,-8.624,159004.0,506433.0,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,BARCELOS,BARCELINHOS,Autoridade Nacional da Água,CCDR-NORTE,CLIMATOLÓGICA,CLIMATOLÓGICA,1932-01-01,,2003-02-27,,SIM,ATIVA,920685098,"{'type': 'Point', 'coordinates': ['-8.624', '41.526']}"
81,896,14N/01C,BARCOS,630.0,41.12129,-7.598921,244864.01,461486.268,DOURO,VISEU,TABUAÇO,BARCOS,nan,CCDR-NORTE,nan,UDOMÉTRICA,1982-10-01,2001-09-30,,,NÃO,EXTINTA,920752358,"{'type': 'Point', 'coordinates': ['-7.598921', '41.12129']}"
82,898,30E/03C,BARRACÃO,801.0,41.763,-7.71,235206.758,532671.196,DOURO,VILA REAL,MONTALEGRE,CERVOS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1945-05-05,,2003-03-20,,NÃO,ATIVA,920685100,"{'type': 'Point', 'coordinates': ['-7.71', '41.763']}"
83,899,16K/02U,BARRAGEM CABEÇO MONTEIRO,282.0,39.943,-7.199,279821.567,330915.754,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,IDANHA-A-NOVA,nan,CCDR-CENTRO,nan,CLIMATOLÓGICA,1933-12-10,1988-09-30,,,NÃO,EXTINTA,920752410,"{'type': 'Point', 'coordinates': ['-7.199', '39.943']}"
84,900,26F/02C,BARRAGEM DA BOUÇÃ,191.0,39.853762,-8.225002,192136.134,320600.852,TEJO,CASTELO BRANCO,SERTÃ,CASTELO,EDP,EDP,CLIMATOLÓGICA,CLIMATOLÓGICA,1956-10-01,,2006-10-01,,NÃO,ATIVA,920752400,"{'type': 'Point', 'coordinates': ['-8.225002', '39.853762']}"
85,902,16H/01C,BARRAGEM DA PRACANA,262.0,39.565431,-7.834711,225642.02,288625.508,TEJO,SANTARÉM,MAÇÃO,ENVENDOS,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1950-10-01,1983-08-01,,,NÃO,EXTINTA,920752438,"{'type': 'Point', 'coordinates': ['-7.834711', '39.565431']}"
86,903,04I/01CG,BARRAGEM DE CAMPILHAS,108.0,37.841,-8.622,156988.0,97220.0,SADO,SETÚBAL,SANTIAGO DO CACÉM,CERCAL,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1952-10-01,,2001-03-05,,NÃO,ATIVA,920685986,"{'type': 'Point', 'coordinates': ['-8.622', '37.841']}"
87,904,20E/01C,BARRAGEM DE CASTELO BURGÃES,306.0,40.853,-8.379,179250.0,431546.0,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,VALE DE CAMBRA,MACIEIRA DE CAMBRA,Autoridade Nacional da Água,CCDR-NORTE,CLIMATOLÓGICA,CLIMATOLÓGICA,1938-01-01,,1999-12-06,,SIM,ATIVA,920685208,"{'type': 'Point', 'coordinates': ['-8.379', '40.853']}"
88,905,12O/04C,BARRAGEM DE CASTELO DE BODE,153.0,39.54,-8.32,183910.019,285731.193,TEJO,SANTARÉM,ABRANTES,MARTINCHEL,EDP,EDP,CLIMATOLÓGICA,CLIMATOLÓGICA,1952-08-17,,2004-07-01,,NÃO,ATIVA,920752432,"{'type': 'Point', 'coordinates': ['-8.32', '39.54']}"
89,907,19H/02C,BARRAGEM DE MAGOS,43.0,38.99,-8.694,151370.0,224830.0,TEJO,SANTARÉM,SALVATERRA DE MAGOS,FOROS DE SALVATERRA,Autoridade Nacional da Água,CCDR-LVT,CLIMATOLÓGICA,CLIMATOLÓGICA,1937-10-01,,2001-01-31,,SIM,ATIVA,920685088,"{'type': 'Point', 'coordinates': ['-8.694', '38.99']}"
90,908,19H/03U,BARRAGEM DE MEIMOA,570.0,40.262,-7.146,283953.0,366371.0,TEJO,CASTELO BRANCO,PENAMACOR,MEIMOA,Autoridade Nacional da Água,CCDR-CENTRO,CLIMATOLÓGICA,CLIMATOLÓGICA,1986-10-01,,2001-11-27,,NÃO,ATIVA,920685090,"{'type': 'Point', 'coordinates': ['-7.146', '40.262']}"
91,909,30G/04U,BARRAGEM DE MIRA,62.0,37.510119,-8.443277,172573.342,60473.593,MIRA,BEJA,ODEMIRA,SANTA CLARA-A-VELHA,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1965-10-01,2001-06-30,2015-06-01,,NÃO,ATIVA,920752510,"{'type': 'Point', 'coordinates': ['-8.443277', '37.510119']}"
92,910,24I/03C,BARRAGEM DE MONTARGIL,95.0,39.051,-8.173,196589.0,231520.0,TEJO,PORTALEGRE,PONTE DE SOR,MONTARGIL,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1958-01-09,,2001-02-19,,NÃO,ATIVA,920686094,"{'type': 'Point', 'coordinates': ['-8.173', '39.051']}"
93,912,24H/02C,BARRAGEM DE ÓBIDOS (DGADR),46.0,39.357,-9.156,111825.9,265997.3,RIBEIRAS DO OESTE,LEIRIA,ÓBIDOS,ÓBIDOS (SÃO PEDRO),DIRECÇÃO GERAL DA AGRICULTURA E DESENVOLVIMENTO RURAL (DGADR),nan,CLIMATOLÓGICA,nan,,,2005-03-01,2011-10-26,NÃO,DESATIVADA,920685758,"{'type': 'Point', 'coordinates': ['-9.156', '39.357']}"
94,913,08L/02G,BARRAGEM DE ODELOUCA,86.0,37.282,-8.48,169257.983,35173.658,ARADE,FARO,MONCHIQUE,ALFERCE,Autoridade Nacional da Água,INAG/DSPO,nan,UDOMÉTRICA,2003-06-16,,,2003-08-01,NÃO,DESATIVADA,920752642,"{'type': 'Point', 'coordinates': ['-8.48', '37.282']}"
95,914,17C/08C,BARRAGEM DE ODIVELAS,115.0,38.183,-8.112,201815.0,135142.0,SADO,BEJA,FERREIRA DO ALENTEJO,ODIVELAS,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1973-03-11,,2001-03-06,,NÃO,ATIVA,920685094,"{'type': 'Point', 'coordinates': ['-8.112', '38.183']}"
96,916,30M/06G,BARRAGEM DE VALE DO GAIO,39.0,38.247,-8.294,185957.0,142184.0,SADO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1938-10-01,,2001-02-03,,NÃO,ATIVA,920685732,"{'type': 'Point', 'coordinates': ['-8.294', '38.247']}"
97,917,14I/02C,BARRAGEM DE VILAR TABUAÇO,568.0,40.986289,-7.538915,250005.271,446526.059,DOURO,VISEU,MOIMENTA DA BEIRA,VILAR,EDP,EDP,UDOGRÁFICA,UDOGRÁFICA,1948-09-01,,,,NÃO,ATIVA,920752680,"{'type': 'Point', 'coordinates': ['-7.538915', '40.986289']}"
98,918,19O/02C,BARRAGEM DO ARADE,58.0,37.238,-8.375,178567.0,30254.0,ARADE,FARO,SILVES,SILVES,Autoridade Nacional da Água,CCDR-ALGARVE,CLIMATOLÓGICA,CLIMATOLÓGICA,1949-10-01,,2001-03-14,,NÃO,ATIVA,920685086,"{'type': 'Point', 'coordinates': ['-8.375', '37.238']}"
99,919,12L/01U,BARRAGEM DO BELICHE,71.0,37.267835,-7.513668,254940.453,33717.075,GUADIANA,FARO,CASTRO MARIM,CASTRO MARIM,Autoridade Nacional da Água,nan,UDOGRÁFICA,nan,,,2001-02-14,,NÃO,ATIVA,920685752,"{'type': 'Point', 'coordinates': ['-7.513668', '37.267835']}"
100,920,21J/03C,BARRAGEM DO CABRIL,387.0,39.908487,-8.133891,199933.219,326672.942,TEJO,CASTELO BRANCO,SERTÃ,PEDRÓGÃO PEQUENO,EDP,EDP,CLIMATOLÓGICA,CLIMATOLÓGICA,1953-04-01,,2003-08-01,,NÃO,ATIVA,920752402,"{'type': 'Point', 'coordinates': ['-8.133891', '39.908487']}"
101,923,26I/02C,BARRAGEM DO DIVOR,260.0,38.698,-7.92,218516.375,192325.15,TEJO,ÉVORA,ARRAIOLOS,IGREJINHA,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1963-10-01,,2001-03-02,,NÃO,ATIVA,920685730,"{'type': 'Point', 'coordinates': ['-7.92', '38.698']}"
102,925,21A/10G,BARRAGEM DO PICOTE,433.0,41.387426,-6.375301,347030.803,492395.644,DOURO,BRAGANÇA,MIRANDA DO DOURO,GENÍSIO,nan,EDP,nan,UDOGRÁFICA,1960-10-01,1992-09-30,,,NÃO,EXTINTA,920752354,"{'type': 'Point', 'coordinates': ['-6.375301', '41.387426']}"
103,926,30J/01UG,BARRAGEM DO ROXO,127.0,37.934296,-8.083004,204402.019,107509.449,SADO,BEJA,ALJUSTREL,ERVIDEL,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1958-07-10,2000-12-31,2015-05-28,,NÃO,ATIVA,920752500,"{'type': 'Point', 'coordinates': ['-8.083004', '37.934296']}"
104,927,25P/01UG,BARRAGEM MONTE DA ROCHA,133.0,37.725557,-8.288338,186312.0,84351.0,SADO,BEJA,OURIQUE,PANÓIAS,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1980-01-11,,2001-03-06,,NÃO,DESATIVADA,920685092,"{'type': 'Point', 'coordinates': ['-8.288338', '37.725557']}"
105,928,04E/01UG,BARRAGEM RIO DA MULA,155.0,38.763,-9.422,87937.51,200259.937,RIBEIRAS DO OESTE,LISBOA,CASCAIS,ALCABIDECHE,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOGRÁFICA,1989-10-01,,2004-08-12,,NÃO,ATIVA,920685096,"{'type': 'Point', 'coordinates': ['-9.422', '38.763']}"
106,930,15H/03U,BARRANCOS,265.0,38.132092,-7.001327,299228.479,130067.166,GUADIANA,BEJA,BARRANCOS,BARRANCOS,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-09-01,,2001-02-13,2003-05-05,NÃO,DESATIVADA,920685104,"{'type': 'Point', 'coordinates': ['-7.001327', '38.132092']}"
107,931,17M/03UG,BARROSELAS,48.0,41.641,-8.68,154456.254,519245.566,NEIVA,VIANA DO CASTELO,VIANA DO CASTELO,BARROSELAS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2003-03-25,,NÃO,ATIVA,920685106,"{'type': 'Point', 'coordinates': ['-8.68', '41.641']}"
108,932,21B/09U,BATALHA,123.0,39.661,-8.827,140471.865,299400.244,LIS/RIBEIRAS COSTEIRAS,LEIRIA,BATALHA,BATALHA,Autoridade Nacional da Água,CCDR-CENTRO,CLIMATOLÓGICA,CLIMATOLÓGICA,1980-10-01,,2001-11-29,,NÃO,ATIVA,920685108,"{'type': 'Point', 'coordinates': ['-8.827', '39.661']}"
109,933,02H/02U,BECO,289.0,39.768,-8.296,186080.962,311079.039,TEJO,SANTARÉM,FERREIRA DO ZÊZERE,BECO,nan,CCDR-LVT,nan,UDOMÉTRICA,1979-10-01,2002-09-30,,,NÃO,EXTINTA,920752414,"{'type': 'Point', 'coordinates': ['-8.296', '39.768']}"
110,935,20E/03U,BELAS,172.0,38.782067,-9.259429,102128.584,202218.285,TEJO,LISBOA,SINTRA,BELAS,nan,CCDR-LVT,nan,UDOMÉTRICA,1979-10-01,1983-09-30,,,NÃO,EXTINTA,920752630,"{'type': 'Point', 'coordinates': ['-9.259429', '38.782067']}"
111,936,11N/02UG,BELEIRAL,659.0,41.949,-8.251,190190.105,553262.89,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,GAVIEIRA,nan,CCDR-NORTE,nan,UDOMÉTRICA,1932-10-01,1947-09-30,,,NÃO,EXTINTA,920752584,"{'type': 'Point', 'coordinates': ['-8.251', '41.949']}"
112,937,15L/01U,BEMPOSTA,96.0,39.349,-8.141,199334.605,264527.071,TEJO,SANTARÉM,ABRANTES,BEMPOSTA,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1979-11-18,,2001-02-23,,NÃO,ATIVA,920685762,"{'type': 'Point', 'coordinates': ['-8.141', '39.349']}"
113,938,31E/02UG,BENAVENTE,14.0,38.977909,-8.813596,141031.512,223576.728,TEJO,SANTARÉM,BENAVENTE,BENAVENTE,nan,CCDR-LVT,nan,UDOMÉTRICA,1979-10-01,1985-09-30,,,NÃO,EXTINTA,920752478,"{'type': 'Point', 'coordinates': ['-8.813596', '38.977909']}"
114,940,16F/03U,BENQUERENÇAS,345.0,39.790994,-7.58638,246829.771,313769.748,TEJO,CASTELO BRANCO,CASTELO BRANCO,BENQUERENÇAS,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1979-10-01,1985-09-30,,,NÃO,EXTINTA,920752424,"{'type': 'Point', 'coordinates': ['-7.58638', '39.790994']}"
115,941,12F/03UG,BENSAFRIM,38.0,37.154,-8.739,146158.0,21058.0,RIBEIRAS DO ALGARVE,FARO,LAGOS,BENSAFRIM,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-03-13,,NÃO,ATIVA,920685990,"{'type': 'Point', 'coordinates': ['-8.739', '37.154']}"
116,942,05O/01UG,BOALHOSA,567.0,41.734,-8.477,171368.647,529401.674,LIMA,VIANA DO CASTELO,PONTE DE LIMA,BOALHOSA,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1980-07-01,,2003-05-27,,NÃO,ATIVA,920685114,"{'type': 'Point', 'coordinates': ['-8.477', '41.734']}"
117,943,03L/03G,BOLEIROS,316.0,39.587,-8.647,155857.447,291083.437,TEJO,SANTARÉM,OURÉM,FÁTIMA,nan,CCDR-LVT,nan,UDOMÉTRICA,1979-10-01,2002-09-30,,,NÃO,EXTINTA,920752428,"{'type': 'Point', 'coordinates': ['-8.647', '39.587']}"
118,945,09G/03UG,BORNES,760.0,41.456,-7.004,294373.371,499170.817,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,BORNES,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1957-02-13,,2003-10-02,,NÃO,ATIVA,920685764,"{'type': 'Point', 'coordinates': ['-7.004', '41.456']}"
119,946,02H/01UG,BOTICAS,501.0,41.686297,-7.665329,238948.942,524205.77,DOURO,VILA REAL,BOTICAS,BOTICAS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOGRÁFICA,1931-11-01,,2006-03-22,,NÃO,ATIVA,920685116,"{'type': 'Point', 'coordinates': ['-7.665329', '41.686297']}"
120,947,04I/02UG,BOUÇÃ (PESSEGUEIRO DO VOUGA),152.0,40.693215,-8.373362,179693.922,413838.379,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,SEVER DO VOUGA,PARADELA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1976-11-26,,2005-01-05,,SIM,ATIVA,920685120,"{'type': 'Point', 'coordinates': ['-8.373362', '40.693215']}"
121,948,02H/07UG,BOUÇA DA MÓ,551.0,41.782,-8.168,197092.679,534744.549,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,CAMPO DO GERÊS,nan,CCDR-NORTE,nan,UDOMÉTRICA,1948-10-01,1999-06-01,,,NÃO,EXTINTA,920752592,"{'type': 'Point', 'coordinates': ['-8.168', '41.782']}"
122,950,09K/03UG,BRANCELHE,379.0,41.635,-8.134,199887.0,518391.0,AVE,BRAGA,VIEIRA DO MINHO,CANTELÃES,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1931-12-01,,2003-04-01,,NÃO,ATIVA,920685122,"{'type': 'Point', 'coordinates': ['-8.134', '41.635']}"
123,951,07G/01G,BRITELO,134.0,41.838,-8.29,186942.977,540926.486,LIMA,VIANA DO CASTELO,PONTE DA BARCA,BRITELO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1932-01-01,,2003-05-31,,NÃO,ATIVA,920685124,"{'type': 'Point', 'coordinates': ['-8.29', '41.838']}"
124,952,02G/12UG,BROTAS,110.0,38.872,-8.16,197626.0,211645.0,TEJO,ÉVORA,MORA,BROTAS,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1979-11-01,,2001-11-20,,SIM,ATIVA,920685126,"{'type': 'Point', 'coordinates': ['-8.16', '38.872']}"
125,954,19C/02U,BUSTELO (SERRA DE PIAS),128.0,41.152,-8.451,173296.0,464766.0,DOURO,PORTO,PAREDES,RECAREI,Autoridade Nacional da Água,nan,UDOGRÁFICA,nan,,,2006-03-15,,NÃO,ATIVA,920685130,"{'type': 'Point', 'coordinates': ['-8.451', '41.152']}"
126,956,19L/01UG,CABANA MAIOR (extinta),484.0,41.865,-8.351,181874.719,544022.901,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,CABANA MAIOR,nan,CCDR-NORTE,nan,UDOMÉTRICA,1932-01-01,1960-11-15,,,NÃO,EXTINTA,920752676,"{'type': 'Point', 'coordinates': ['-8.351', '41.865']}"
127,957,14N/04C,CABANAS DE TORRES,143.0,39.151796,-9.06277,119636.722,243072.935,TEJO,LISBOA,ALENQUER,CABANAS DE TORRES,nan,CCDR-LVT,nan,UDOMÉTRICA,1979-10-01,1983-09-30,,,NÃO,EXTINTA,920752462,"{'type': 'Point', 'coordinates': ['-9.06277', '39.151796']}"
128,958,02G/05UG,CABECEIRAS DE BASTO,263.0,41.512678,-7.979216,212849.625,504828.579,DOURO,BRAGA,CABECEIRAS DE BASTO,REFOJOS DE BASTO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1913-01-01,,2007-02-13,,NÃO,ATIVA,920686130,"{'type': 'Point', 'coordinates': ['-7.979216', '41.512678']}"
129,960,13I/02UG,CABEÇO MONTEIRO,292.0,39.935446,-7.194712,280210.194,330086.954,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,IDANHA-A-NOVA,nan,CCDR-CENTRO,nan,CLIMATOLÓGICA,1988-01-13,1992-09-30,,,NÃO,EXTINTA,920752612,"{'type': 'Point', 'coordinates': ['-7.194712', '39.935446']}"
130,961,20O/02UG,CABREIRO,221.0,41.929,-8.418,176363.093,551135.486,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SÁ,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1960-10-01,,2003-05-31,,NÃO,ATIVA,920685144,"{'type': 'Point', 'coordinates': ['-8.418', '41.929']}"
131,962,11J/01UG,CACÉM,173.0,38.778,-9.302,98416.0,201764.0,TEJO,LISBOA,SINTRA,CACÉM,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOGRÁFICA,1979-10-01,,2002-01-16,,NÃO,ATIVA,920686142,"{'type': 'Point', 'coordinates': ['-9.302', '38.778']}"
132,963,09J/03UG,CADAFAZ,592.0,40.133769,-8.054452,206704.187,351690.24,MONDEGO,COIMBRA,GÓIS,CADAFAZ,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1980-10-01,,2001-09-27,,NÃO,ATIVA,920685146,"{'type': 'Point', 'coordinates': ['-8.054452', '40.133769']}"
133,965,20C/04UG,CALDAS DE FELGUEIRAS,256.0,40.484054,-7.857516,223368.165,390619.802,MONDEGO,COIMBRA,OLIVEIRA DO HOSPITAL,SEIXO DA BEIRA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1931-09-01,,2001-09-26,,NÃO,ATIVA,920685150,"{'type': 'Point', 'coordinates': ['-7.857516', '40.484054']}"
134,966,03F/05UG,CALDE,505.0,40.77744,-7.915697,218355.0,423186.0,VOUGA/RIBEIRAS COSTEIRAS,VISEU,VISEU,CALDE,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1980-09-01,,2001-09-24,,NÃO,ATIVA,920685152,"{'type': 'Point', 'coordinates': ['-7.915697', '40.77744']}"
135,967,02E/04UG,CALDELAS,93.0,41.66684,-8.382005,179274.185,521969.742,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,AMARES,CALDELAS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1931-12-01,,2006-05-25,,NÃO,ATIVA,920686066,"{'type': 'Point', 'coordinates': ['-8.382005', '41.66684']}"
136,968,13H/07UG,CALHANDRIZ,138.0,38.929,-9.065,119174.0,218371.0,TEJO,LISBOA,VILA FRANCA DE XIRA,CALHANDRIZ,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1980-10-01,,2001-11-09,2019-08-21,NÃO,DESATIVADA,920686170,"{'type': 'Point', 'coordinates': ['-9.065', '38.929']}"
137,970,06J/01UG,CAMINHA,26.0,41.867,-8.832,141953.713,544390.145,MINHO,VIANA DO CASTELO,CAMINHA,VILARELHO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2003-03-27,,NÃO,ATIVA,920685156,"{'type': 'Point', 'coordinates': ['-8.832', '41.867']}"
138,971,09H/01UG,CAMPEÃ,718.0,41.291,-7.872,221855.0,480257.0,DOURO,VILA REAL,VILA REAL,CAMPEÃ,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1959-09-20,,2003-05-30,,NÃO,ATIVA,920685158,"{'type': 'Point', 'coordinates': ['-7.872', '41.291']}"
139,972,04R/03UG,CAMPELO,439.0,39.996,-8.267,188593.922,336427.902,TEJO,LEIRIA,FIGUEIRÓ DOS VINHOS,CAMPELO,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2002-08-20,,NÃO,ATIVA,920685160,"{'type': 'Point', 'coordinates': ['-8.267', '39.996']}"
140,973,18K/01C,CAMPELOS,106.0,39.197,-9.231,105154.94,248244.978,RIBEIRAS DO OESTE,LISBOA,TORRES VEDRAS,CAMPELOS,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1980-10-01,,2001-10-02,,NÃO,ATIVA,920685162,"{'type': 'Point', 'coordinates': ['-9.231', '39.197']}"
141,975,03F/02U,CAMPO DE VÍBORAS,654.0,41.524,-6.558,331489.225,507250.664,DOURO,BRAGANÇA,VIMIOSO,CAMPO DE VÍBORAS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1932-01-01,,2003-02-28,,NÃO,ATIVA,920685168,"{'type': 'Point', 'coordinates': ['-6.558', '41.524']}"
142,976,06J/02UG,CAMPO EXPERIMENTAL CRATO (CHANÇA),170.0,39.255,-7.82,227018.0,254211.0,TEJO,PORTALEGRE,ALTER DO CHÃO,CHANCELARIA,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1971-10-01,,2001-03-02,,NÃO,ATIVA,920685132,"{'type': 'Point', 'coordinates': ['-7.82', '39.255']}"
143,977,21B/11UG,CANAL,312.0,38.769087,-7.605615,245842.0,200305.0,TEJO,ÉVORA,ESTREMOZ,GLÓRIA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1979-12-06,,2001-02-20,,NÃO,ATIVA,920685170,"{'type': 'Point', 'coordinates': ['-7.605615', '38.769087']}"
144,978,21F/01UG,CANDEEIRA,32.0,41.765,-8.651,156899.724,533022.269,LIMA,VIANA DO CASTELO,PONTE DE LIMA,ARCOS,nan,CCDR-NORTE,nan,UDOMÉTRICA,1932-10-01,1961-09-30,,,NÃO,EXTINTA,920752586,"{'type': 'Point', 'coordinates': ['-8.651', '41.765']}"
145,979,15J/02G,CANDEMIL,449.0,41.246,-7.965,214066.763,475213.716,DOURO,PORTO,AMARANTE,CANDEMIL,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1932-04-21,,2006-05-10,,NÃO,ATIVA,920685172,"{'type': 'Point', 'coordinates': ['-7.965', '41.246']}"
146,981,11F/01UG,CANHA,52.0,38.77,-8.627,157106.885,200405.722,TEJO,SETÚBAL,MONTIJO,CANHA,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1931-11-01,,2001-01-26,,SIM,ATIVA,920685176,"{'type': 'Point', 'coordinates': ['-8.627', '38.77']}"
147,982,12M/02UG,CANIÇAL CIMEIRO,349.0,39.698764,-7.951383,215586.206,303402.686,TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,PROENÇA-A-NOVA,nan,EDP,nan,UDOGRÁFICA,1950-10-01,1999-12-31,,,NÃO,EXTINTA,920752416,"{'type': 'Point', 'coordinates': ['-7.951383', '39.698764']}"
148,983,15E/03G,CANIÇO,629.0,41.648797,-7.651438,240128.659,520047.043,DOURO,VILA REAL,BOTICAS,PINHO,nan,CCDR-NORTE,nan,UDOGRÁFICA,1944-10-01,1963-09-30,,,NÃO,EXTINTA,920752598,"{'type': 'Point', 'coordinates': ['-7.651438', '41.648797']}"
149,985,21G/03G,CAPINHA,491.0,40.198503,-7.370556,264929.812,359153.334,TEJO,CASTELO BRANCO,FUNDÃO,CAPINHA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1980-05-01,,2001-10-10,,NÃO,ATIVA,920685178,"{'type': 'Point', 'coordinates': ['-7.370556', '40.198503']}"
