,id,codigo,nome,altitude,latitude,longitude,coord_x,coord_y,bacia,distrito,concelho,freguesia,responsavel_aut,responsavel_con,estacao_aut,estacao_con,entrada_con,encerra_con,entrada_aut,encerra_aut,telemetria,estado,est_id,geom
422,1340,02G/02U,PONTE DE LIMA,18.0,41.768,-8.596,161521.185,533304.495,LIMA,VIANA DO CASTELO,PONTE DE LIMA,ARCOZELO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOGRÁFICA,1932-01-01,,2003-01-21,,SIM,ATIVA,920685610,"{'type': 'Point', 'coordinates': ['-8.596', '41.768']}"
423,1341,24K/01UG,PONTE MOURÃO,130.0,38.391812,-7.393006,264656.53,158551.279,GUADIANA,ÉVORA,REGUENGOS DE MONSARAZ,MONSARAZ,nan,CCDR-ALENTEJO,nan,CLIMATOLÓGICA,1941-12-01,1984-09-30,,,NÃO,EXTINTA,920752554,"{'type': 'Point', 'coordinates': ['-7.393006', '38.391812']}"
424,1343,03G/03UG,PONTE SÔR,111.0,39.258383,-8.008326,210769.353,254500.726,TEJO,PORTALEGRE,PONTE DE SOR,PONTE DE SOR,nan,CCDR-ALENTEJO,nan,UDOMÉTRICA,1910-09-01,1927-03-31,,,NÃO,EXTINTA,920752678,"{'type': 'Point', 'coordinates': ['-8.008326', '39.258383']}"
425,1344,01H/02G,PONTÉVEL,99.0,39.162,-8.834,139383.983,244067.586,TEJO,SANTARÉM,CARTAXO,PONTÉVEL,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-11-09,,NÃO,ATIVA,920685614,"{'type': 'Point', 'coordinates': ['-8.834', '39.162']}"
426,1345,16D/02U,PORCHES,58.0,37.132,-8.394,176809.0,18498.0,RIBEIRAS DO ALGARVE,FARO,LAGOA,PORCHES,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-07-04,,NÃO,ATIVA,920686034,"{'type': 'Point', 'coordinates': ['-8.394', '37.132']}"
427,1346,02H/06U,PORRAIS,212.0,41.392,-6.81,310654.0,492252.0,DOURO,BRAGANÇA,MOGADOURO,CASTRO VICENTE,Autoridade Nacional da Água,nan,UDOGRÁFICA,nan,,,2006-02-16,,NÃO,ATIVA,920685616,"{'type': 'Point', 'coordinates': ['-6.81', '41.392']}"
428,1349,18C/01G,PORTELA DO HOMEM,844.0,41.815,-8.135,199863.872,538446.387,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,CAMPO DO GERÊS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOGRÁFICA,1948-10-01,,2003-04-02,2008-07-16,NÃO,DESATIVADA,920685620,"{'type': 'Point', 'coordinates': ['-8.135', '41.815']}"
429,1350,11E/01C,PORTELA DO VADE,219.0,41.718,-8.417,176401.14,527686.427,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VILA VERDE,ATÃES,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1932-10-01,,2003-05-31,,NÃO,ATIVA,920686082,"{'type': 'Point', 'coordinates': ['-8.417', '41.718']}"
430,1351,20M/02U,PORTELINHA,1018.0,42.052,-8.172,196759.617,564673.055,LIMA,VIANA DO CASTELO,MELGAÇO,CASTRO LABOREIRO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOGRÁFICA,1944-12-13,,2003-02-07,,SIM,ATIVA,920686036,"{'type': 'Point', 'coordinates': ['-8.172', '42.052']}"
431,1352,15J/01UC,PORTO CARRO,94.0,39.646,-8.896,134507.475,297804.658,RIBEIRAS DO OESTE,LEIRIA,LEIRIA,MACEIRA,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1979-10-01,1983-09-30,,,NÃO,EXTINTA,920752614,"{'type': 'Point', 'coordinates': ['-8.896', '39.646']}"
432,1354,14L/01U,PORTO DE MÓS,111.0,39.61,-8.823,140759.942,293731.949,LIS/RIBEIRAS COSTEIRAS,LEIRIA,PORTO DE MÓS,PORTO DE MÓS (SÃO JOÃO BAPTISTA),Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-10-03,2009-03-25,NÃO,DESATIVADA,920685622,"{'type': 'Point', 'coordinates': ['-8.823', '39.61']}"
433,1355,05E/03UG,PÓVOA DE RIO DE MOINHOS,348.0,39.932,-7.518,252575.0,329476.115,TEJO,CASTELO BRANCO,CASTELO BRANCO,PÓVOA DE RIO DE MOINHOS,nan,EDP,nan,UDOMÉTRICA,1940-10-01,1999-12-31,,,NÃO,EXTINTA,920752406,"{'type': 'Point', 'coordinates': ['-7.518', '39.932']}"
434,1356,04H/01UG,PÓVOA DE VARZIM,18.0,41.396,-8.758,147709.836,492047.662,CÁVADO/RIBEIRAS COSTEIRAS,PORTO,PÓVOA DE VARZIM,A VER-O-MAR,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2003-03-24,,NÃO,ATIVA,920685628,"{'type': 'Point', 'coordinates': ['-8.758', '41.396']}"
435,1358,09K/02UG,PÓVOA E MEADAS,334.0,39.512,-7.516,253066.0,282844.0,TEJO,PORTALEGRE,CASTELO DE VIDE,NOSSA SENHORA DA GRAÇA DE PÓVOA E MEADAS,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1929-12-01,,2001-02-22,,NÃO,ATIVA,920685626,"{'type': 'Point', 'coordinates': ['-7.516', '39.512']}"
436,1359,31K/02UG,PRAGANÇA,183.0,39.199,-9.064,119572.949,248285.963,RIBEIRAS DO OESTE,LISBOA,CADAVAL,LAMAS,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOGRÁFICA,1916-01-01,,2001-10-02,,SIM,ATIVA,920685630,"{'type': 'Point', 'coordinates': ['-9.064', '39.199']}"
437,1361,04P/02G,PRAZERES,281.0,38.980152,-7.422466,261577.226,223844.11,TEJO,PORTALEGRE,MONFORTE,MONFORTE,nan,CCDR-ALENTEJO,nan,UDOMÉTRICA,1980-10-01,1985-09-30,,,NÃO,EXTINTA,920752482,"{'type': 'Point', 'coordinates': ['-7.422466', '38.980152']}"
438,1362,21A/08UG,PROENÇA-A-NOVA,502.0,39.748,-7.929,217486.446,308882.656,TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,PROENÇA-A-NOVA,Autoridade Nacional da Água,CCDR-CENTRO,CLIMATOLÓGICA,UDOMÉTRICA,1931-10-01,,2001-11-22,,NÃO,ATIVA,920685632,"{'type': 'Point', 'coordinates': ['-7.929', '39.748']}"
439,1364,19F/01G,QUELFES,24.0,37.058,-7.818,227981.0,10327.0,RIBEIRAS DO ALGARVE,FARO,OLHÃO,QUELFES,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1980-08-01,,2001-07-04,,NÃO,ATIVA,920685636,"{'type': 'Point', 'coordinates': ['-7.818', '37.058']}"
440,1365,03O/01UC,QUINTA DA FUMADINHA,803.0,40.836008,-7.578912,246744.921,429814.712,VOUGA/RIBEIRAS COSTEIRAS,GUARDA,AGUIAR DA BEIRA,AGUIAR DA BEIRA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1980-10-01,,2001-09-27,,NÃO,ATIVA,920685638,"{'type': 'Point', 'coordinates': ['-7.578912', '40.836008']}"
441,1366,22L/01U,QUINTA DAS LAMPAÇAS,726.0,41.612,-6.875,304844.723,516596.404,DOURO,BRAGANÇA,BRAGANÇA,QUINTELA DE LAMPAÇAS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOGRÁFICA,1974-10-01,,2003-02-28,,NÃO,ATIVA,920685640,"{'type': 'Point', 'coordinates': ['-6.875', '41.612']}"
442,1367,15G/02G,QUINTA DO PISÃO,89.0,38.734,-9.424,87787.251,197040.741,RIBEIRAS DO OESTE,LISBOA,CASCAIS,ALCABIDECHE,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,2002-09-30,2015-06-01,,NÃO,ATIVA,920685642,"{'type': 'Point', 'coordinates': ['-9.424', '38.734']}"
443,1369,27G/01G,RAPOSA,28.0,39.10847,-8.581096,161250.304,237946.22,TEJO,SANTARÉM,ALMEIRIM,RAPOSA,nan,CCDR-LVT,nan,UDOGRÁFICA,1979-10-01,1985-09-30,,,NÃO,EXTINTA,920752468,"{'type': 'Point', 'coordinates': ['-8.581096', '39.10847']}"
444,1370,21I/01UG,REBORDELO,557.0,41.736,-7.16,280932.707,530049.592,DOURO,BRAGANÇA,VINHAIS,REBORDELO,Autoridade Nacional da Água,CCDR-NORTE,CLIMATOLÓGICA,UDOMÉTRICA,1931-10-01,,2003-04-23,,NÃO,ATIVA,920685646,"{'type': 'Point', 'coordinates': ['-7.16', '41.736']}"
445,1371,13E/01UG,REDONDO,300.0,38.647,-7.549,250837.605,186791.717,GUADIANA,ÉVORA,REDONDO,REDONDO,nan,CCDR-ALENTEJO,nan,UDOMÉTRICA,1931-09-01,1999-07-13,,,NÃO,EXTINTA,920685648,"{'type': 'Point', 'coordinates': ['-7.549', '38.647']}"
446,1372,17M/04U,REGO DA MURTA,241.0,39.767,-8.357,180820.745,311028.657,TEJO,SANTARÉM,FERREIRA DO ZÊZERE,AREIAS,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOGRÁFICA,1934-09-02,,2001-10-12,,SIM,ATIVA,920685650,"{'type': 'Point', 'coordinates': ['-8.357', '39.767']}"
447,1374,09H/04UG,RELÍQUIAS,232.0,37.7032,-8.482363,169186.3269,81890.055,MIRA,BEJA,ODEMIRA,RELÍQUIAS,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOGRÁFICA,1931-11-01,,2001-01-11,,SIM,ATIVA,920685654,"{'type': 'Point', 'coordinates': ['-8.482363', '37.7032']}"
448,1375,02R/01UG,REPRESA,300.0,38.709445,-8.10106,202786.0,193553.0,TEJO,ÉVORA,MONTEMOR-O-NOVO,NOSSA SENHORA DA VILA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-02-19,,NÃO,ATIVA,920685656,"{'type': 'Point', 'coordinates': ['-8.10106', '38.709445']}"
449,1376,04N/01C,REVELES (ABRUNHEIRA),112.0,40.134314,-8.734183,148772.489,351921.752,MONDEGO,COIMBRA,MONTEMOR-O-VELHO,ABRUNHEIRA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1978-10-01,,2005-01-05,,NÃO,ATIVA,920685658,"{'type': 'Point', 'coordinates': ['-8.734183', '40.134314']}"
450,1377,15O/01UG,RIBEIRA DE NISA,672.0,39.33349,-7.41581,261844.432,263076.607,TEJO,PORTALEGRE,PORTALEGRE,RIBEIRA DE NISA,nan,CCDR-ALENTEJO,nan,UDOMÉTRICA,1979-10-01,1985-09-30,,,NÃO,EXTINTA,920752330,"{'type': 'Point', 'coordinates': ['-7.41581', '39.33349']}"
451,1360,08L/07UG,PRAIA DE MIRA,,40.457,-8.791,144195.0,387757.0,VOUGA/RIBEIRAS COSTEIRAS,COIMBRA,MIRA,PRAIA DE MIRA,Autoridade Nacional da Água,nan,CLIMATOLÓGICA,nan,,,2006-09-01,2010-10-16,NÃO,DESATIVADA,1581625194,"{'type': 'Point', 'coordinates': ['-8.791', '40.457']}"
452,1380,29G/01UG,RIO ONOR,787.0,41.93743,-6.618101,325648.471,553102.607,DOURO,BRAGANÇA,BRAGANÇA,RIO DE ONOR,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1957-02-09,,2003-02-26,,SIM,ATIVA,920685662,"{'type': 'Point', 'coordinates': ['-6.618101', '41.93743']}"
453,1381,21C/01U,RIO TORTO,322.0,41.537968,-7.280597,271143.512,507976.134,DOURO,VILA REAL,VALPAÇOS,RIO TORTO,Autoridade Nacional da Água,CCDR-NORTE,CLIMATOLÓGICA,CLIMATOLÓGICA,1913-09-01,,2003-05-19,,SIM,ATIVA,920685664,"{'type': 'Point', 'coordinates': ['-7.280597', '41.537968']}"
454,1383,30I/03UG,ROSÁRIO (CAPELINS),172.0,38.62126,-7.347177,268443.145,184055.239,GUADIANA,ÉVORA,ALANDROAL,ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO),Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1980-08-01,,2001-02-14,,NÃO,ATIVA,920685668,"{'type': 'Point', 'coordinates': ['-7.347177', '38.62126']}"
455,1384,17C/05UG,ROSMANINHAL,313.0,39.728,-7.087,289716.376,307149.493,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,ROSMANINHAL,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1931-10-01,,2001-10-11,,NÃO,ATIVA,920686084,"{'type': 'Point', 'coordinates': ['-7.087', '39.728']}"
456,1385,04J/02C,SABÓIA,75.0,37.489792,-8.494183,168065.1295,58231.6642,MIRA,BEJA,ODEMIRA,SABOIA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-09-07,,2001-03-06,,NÃO,ATIVA,920685702,"{'type': 'Point', 'coordinates': ['-8.494183', '37.489792']}"
457,1386,26K/01UG,SACAVÉM DE CIMA,46.0,38.794,-9.113,114863.475,203397.935,TEJO,LISBOA,LOURES,SACAVÉM,nan,CCDR-LVT,nan,UDOMÉTRICA,1931-10-01,2002-09-30,,,NÃO,EXTINTA,920686102,"{'type': 'Point', 'coordinates': ['-9.113', '38.794']}"
458,1388,03Q/03UG,SALIR,205.0,37.245226,-8.048559,207498.0,31032.0,RIBEIRAS DO ALGARVE,FARO,LOULÉ,SALIR,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-03-15,,NÃO,ATIVA,920685706,"{'type': 'Point', 'coordinates': ['-8.048559', '37.245226']}"
459,1389,07K/03U,SALIR DE MATOS,91.0,39.442,-9.102,116567.011,275291.32,RIBEIRAS DO OESTE,LEIRIA,CALDAS DA RAINHA,SALIR DE MATOS,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-10-04,,NÃO,ATIVA,920685708,"{'type': 'Point', 'coordinates': ['-9.102', '39.442']}"
460,1390,05R/01UG,SALTO,837.0,41.635,-7.943,215834.253,518409.56,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,SALTO,Autoridade Nacional da Água,CCDR-NORTE,CLIMATOLÓGICA,CLIMATOLÓGICA,1948-10-01,,2006-06-06,,NÃO,ATIVA,920685710,"{'type': 'Point', 'coordinates': ['-7.943', '41.635']}"
461,1391,28J/03UG,SALVADA,185.0,37.927,-7.788,230322.0,106797.0,GUADIANA,BEJA,BEJA,CABEÇA GORDA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1957-07-18,,2001-02-07,,NÃO,ATIVA,920685712,"{'type': 'Point', 'coordinates': ['-7.788', '37.927']}"
462,1393,31K/01UG,SAMIL,742.0,41.76548,-6.75143,314897.828,533816.641,DOURO,BRAGANÇA,BRAGANÇA,SÃO PEDRO DE SARRACENOS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1982-10-01,,2003-02-25,,NÃO,ATIVA,920685716,"{'type': 'Point', 'coordinates': ['-6.75143', '41.76548']}"
463,1394,16E/05U,SAMODAIS,666.0,41.132,-7.851,223654.414,462589.943,DOURO,VISEU,LAMEGO,PENAJÓIA,nan,CCDR-NORTE,nan,UDOMÉTRICA,1942-10-01,1961-09-30,,,NÃO,EXTINTA,920752602,"{'type': 'Point', 'coordinates': ['-7.851', '41.132']}"
464,1395,26J/03UG,SANHOANE,773.0,41.3802,-6.563915,331268.573,491290.42,DOURO,BRAGANÇA,MOGADOURO,SANHOANE,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1932-10-01,,2003-04-14,,NÃO,ATIVA,920685718,"{'type': 'Point', 'coordinates': ['-6.563915', '41.3802']}"
465,1397,11I/01G,SANTA CATARINA,84.0,39.446,-9.014,124180.344,275660.13,RIBEIRAS DO OESTE,LEIRIA,CALDAS DA RAINHA,SANTA CATARINA,nan,CCDR-LVT,nan,UDOMÉTRICA,1947-10-01,2002-09-30,,,NÃO,EXTINTA,920752448,"{'type': 'Point', 'coordinates': ['-9.014', '39.446']}"
466,1398,05O/02U,SANTA CATARINA (TAVIRA),168.0,37.148735,-7.784648,230952.994,20376.433,RIBEIRAS DO ALGARVE,FARO,TAVIRA,SANTA CATARINA DA FONTE DO BISPO,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1959-10-01,,2001-07-05,,NÃO,ATIVA,920685832,"{'type': 'Point', 'coordinates': ['-7.784648', '37.148735']}"
467,1399,04P/04UG,SANTA CATARINA DA SERRA,376.0,39.665,-8.694,151878.928,299835.777,LIS/RIBEIRAS COSTEIRAS,LEIRIA,LEIRIA,SANTA CATARINA DA SERRA,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1980-10-01,1997-07-31,,,NÃO,EXTINTA,920685830,"{'type': 'Point', 'coordinates': ['-8.694', '39.665']}"
468,1400,29J/03UG,SANTA CLARA DO LOUREDO,195.0,37.966247,-7.874388,222732.0,111086.0,GUADIANA,BEJA,BEJA,SANTA CLARA DE LOUREDO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1979-12-01,,2001-02-07,2017-06-09,NÃO,DESATIVADA,920685742,"{'type': 'Point', 'coordinates': ['-7.874388', '37.966247']}"
469,1401,19N/02U,SANTA CLARA-A-NOVA,284.0,37.484012,-8.141605,199245.133,57530.516,MIRA,BEJA,ALMODÔVAR,SANTA CLARA-A-NOVA,nan,CCDR-ALENTEJO,nan,CLIMATOLÓGICA,1979-10-01,2000-11-30,,,NÃO,EXTINTA,920752516,"{'type': 'Point', 'coordinates': ['-8.141605', '37.484012']}"
470,1403,07L/08U,SANTA COMBA VILARIÇA,436.0,41.365469,-7.084755,287718.242,488996.89,DOURO,BRAGANÇA,VILA FLOR,SANTA COMBA DE VILARIÇA,nan,IVP-INAG,nan,UDOMÉTRICA,1943-01-01,1961-09-30,,,NÃO,EXTINTA,920752662,"{'type': 'Point', 'coordinates': ['-7.084755', '41.365469']}"
471,1404,30H/04UG,SANTA COMBINHA,624.0,41.576309,-6.888092,303836.622,512631.74,DOURO,BRAGANÇA,MACEDO DE CAVALEIROS,SANTA COMBINHA,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1974-10-01,,2003-10-01,,NÃO,ATIVA,920685836,"{'type': 'Point', 'coordinates': ['-6.888092', '41.576309']}"
472,1405,04K/02G,SANTA CRUZ,328.0,37.442524,-7.919496,218900.0,52947.0,GUADIANA,BEJA,ALMODÔVAR,SANTA CRUZ,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1980-11-01,,2001-02-16,,NÃO,ATIVA,920686050,"{'type': 'Point', 'coordinates': ['-7.919496', '37.442524']}"
473,1406,22L/02UG,SANTA EULÁLIA,254.0,39.003,-7.249,276621.122,226474.092,GUADIANA,PORTALEGRE,ELVAS,SANTA EULÁLIA,nan,CCDR-ALENTEJO,nan,UDOMÉTRICA,1948-10-01,2000-03-31,,,NÃO,EXTINTA,920686168,"{'type': 'Point', 'coordinates': ['-7.249', '39.003']}"
474,1408,19C/12U,SANTA LEUCÁDIA,360.0,41.121289,-7.627532,242461.161,461471.911,DOURO,VISEU,TABUAÇO,SANTA LEOCÁDIA,nan,CCDR-NORTE,nan,UDOMÉTRICA,1978-10-01,1995-09-30,,,NÃO,EXTINTA,920752360,"{'type': 'Point', 'coordinates': ['-7.627532', '41.121289']}"
475,1409,28H/03UG,SANTA MARGARIDA,246.0,37.247,-8.191,194828.0,31246.0,ARADE,FARO,LOULÉ,ALTE,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1964-10-01,,2001-03-15,,NÃO,ATIVA,920685840,"{'type': 'Point', 'coordinates': ['-8.191', '37.247']}"
476,1410,18E/01C,SANTA MARTA DA MONTANHA,866.0,41.500746,-7.745995,232325.0,503564.0,DOURO,VILA REAL,VILA POUCA DE AGUIAR,SANTA MARTA DA MONTANHA,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOGRÁFICA,1938-10-15,,2003-05-20,,SIM,ATIVA,920685744,"{'type': 'Point', 'coordinates': ['-7.745995', '41.500746']}"
477,1413,20M/01UG,SANTANA CARNOTA,181.0,39.037351,-9.068879,118977.663,230372.43,TEJO,LISBOA,ALENQUER,CARNOTA,nan,CCDR-LVT,nan,UDOMÉTRICA,1979-10-01,1983-09-30,,,NÃO,EXTINTA,920752624,"{'type': 'Point', 'coordinates': ['-9.068879', '39.037351']}"
478,1414,25O/01UG,SANTANA DA SERRA,218.0,37.501618,-8.297854,185430.4225,59496.1217,MIRA,BEJA,OURIQUE,SANTANA DA SERRA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1935-12-09,,2001-05-31,,NÃO,ATIVA,920685720,"{'type': 'Point', 'coordinates': ['-8.297854', '37.501618']}"
479,1415,20E/02UG,SANTARÉM (ESA),61.0,39.252,-8.702,150886.0,253931.0,TEJO,SANTARÉM,SANTARÉM,SANTARÉM (SÃO SALVADOR),Autoridade Nacional da Água,CCDR-LVT,CLIMATOLÓGICA,CLIMATOLÓGICA,1925-10-01,,2001-11-27,,NÃO,ATIVA,920685722,"{'type': 'Point', 'coordinates': ['-8.702', '39.252']}"
480,1416,05G/02C,SANTIAGO DO ESCOURAL,256.0,38.541,-8.168,196954.387,174819.939,SADO,ÉVORA,MONTEMOR-O-NOVO,SANTIAGO DO ESCOURAL,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-11-21,,2001-05-23,,NÃO,ATIVA,920685724,"{'type': 'Point', 'coordinates': ['-8.168', '38.541']}"
481,1418,29M/02UG,SANTO ALEIXO (SORRAIA),291.0,38.919862,-7.414836,262291.0,217156.0,TEJO,PORTALEGRE,MONFORTE,SANTO ALEIXO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-11-03,,2001-02-20,,NÃO,ATIVA,920685844,"{'type': 'Point', 'coordinates': ['-7.414836', '38.919862']}"
482,1419,02F/01UG,SANTO ALEIXO DA RESTAURAÇÃO,271.0,38.062922,-7.149105,286352.689,122241.537,GUADIANA,BEJA,MOURA,SANTO ALEIXO DA RESTAURAÇÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-10-01,,2001-02-12,,NÃO,ATIVA,920685842,"{'type': 'Point', 'coordinates': ['-7.149105', '38.062922']}"
483,1420,17C/01C,SANTO ESTEVÃO,8.0,38.86,-8.746,146793.006,210459.811,TEJO,SANTARÉM,BENAVENTE,SANTO ESTÊVÃO,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1931-10-01,,2001-04-01,,SIM,ATIVA,920685846,"{'type': 'Point', 'coordinates': ['-8.746', '38.86']}"
484,1421,16I/04UG,SANTO TIRSO,54.0,41.349,-8.468,171966.075,486668.648,AVE,PORTO,SANTO TIRSO,SANTO TIRSO,nan,CCDR-NORTE,nan,CLIMATOLÓGICA,1924-10-01,1982-09-30,,,NÃO,EXTINTA,920752664,"{'type': 'Point', 'coordinates': ['-8.468', '41.349']}"
485,1423,14K/02U,SÃO BARNABÉ,259.0,37.359073,-8.163492,197303.0957,43658.5236,ARADE,BEJA,ALMODÔVAR,SÃO BARNABÉ,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1964-10-01,,2001-01-31,,SIM,ATIVA,920685670,"{'type': 'Point', 'coordinates': ['-8.163492', '37.359073']}"
486,1424,15K/03U,SÃO BARTOLOMEU DE MESSINES,126.0,37.246,-8.276,187338.0,31084.0,RIBEIRAS DO ALGARVE,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1932-02-01,,2001-07-04,,NÃO,ATIVA,920685672,"{'type': 'Point', 'coordinates': ['-8.276', '37.246']}"
487,1425,14K/03U,SÃO BENTO DA PORTA ABERTA,357.0,41.69608,-8.208752,193706.0,525190.0,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,TERRAS DE BOURO,RIO CALDO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1950-10-01,,2005-11-23,,NÃO,ATIVA,920685674,"{'type': 'Point', 'coordinates': ['-8.208752', '41.69608']}"
488,1426,07L/13U,SÃO BENTO DE ANA LOURA,309.0,38.906,-7.494,255425.022,215533.365,TEJO,ÉVORA,ESTREMOZ,SÃO BENTO DE ANA LOURA,nan,CCDR-ALENTEJO,nan,UDOMÉTRICA,1979-10-01,1985-09-30,,,NÃO,EXTINTA,920752484,"{'type': 'Point', 'coordinates': ['-7.494', '38.906']}"
489,1428,11K/01UG,SÃO CIBRÃO,566.0,41.265457,-7.701426,236176.136,477449.73,DOURO,VILA REAL,VILA REAL,FOLHADELA,nan,IVP-INAG,nan,UDOMÉTRICA,1943-01-01,1961-09-30,,,NÃO,EXTINTA,920752666,"{'type': 'Point', 'coordinates': ['-7.701426', '41.265457']}"
490,1429,03H/04G,SÃO DOMINGOS,79.0,37.931058,-8.541379,164104.0,107228.0,SADO,SETÚBAL,SANTIAGO DO CACÉM,SÃO DOMINGOS,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1933-11-01,,2001-02-08,,NÃO,SUSPENSA,920685678,"{'type': 'Point', 'coordinates': ['-8.541379', '37.931058']}"
491,1430,09H/02UG,SÃO GERALDO,195.0,38.764309,-8.195946,194537.0,199645.0,TEJO,ÉVORA,MONTEMOR-O-NOVO,NOSSA SENHORA DO BISPO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1950-10-01,,2001-02-07,,NÃO,ATIVA,920685680,"{'type': 'Point', 'coordinates': ['-8.195946', '38.764309']}"
492,1431,04P/03UG,SÃO JOANINHO,323.0,40.44933,-8.12933,200357.378,386727.38,MONDEGO,VISEU,SANTA COMBA DÃO,SÃO JOANINHO,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1979-10-01,1997-09-30,,,NÃO,EXTINTA,920752456,"{'type': 'Point', 'coordinates': ['-8.12933', '40.44933']}"
493,1432,28J/04U,SÃO JOÃO DA RIBEIRA,24.0,39.28,-8.859,137368.0,257158.0,TEJO,SANTARÉM,RIO MAIOR,SÃO JOÃO DA RIBEIRA,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-10-03,,NÃO,ATIVA,920685682,"{'type': 'Point', 'coordinates': ['-8.859', '39.28']}"
